䩦	定開四蕭平
䩨	徹開三陽去
䩩	影合三C元上
䩩	影合三C元平
䩪	見合一寒上
䩯	溪開三C蒸入
䩱	以合三虞平
䩱	書合三虞去
䩲	端一模平
䩳	心一侯平
䩵	云合三C文去
䩶	徹開三仙上
䩶	徹開三清上
䩸	日三鍾去
䩸	日三鍾平
䩹	疑開二庚入
䩹	疑開二耕入
䩺	影一東平
䩼	並三C鍾平
䩽	影合三C虞平
䩿	並三C文平
䪁	幫一東入
䪁	幫三C鍾入
䪂	生開二耕入
䪂	見開二耕入
䪆	透開四齊上
䪈	溪開三A仙去
䪉	來開三鹽入
䪊	來一東平
䪌	崇開二咸去
䪌	崇開二銜去
䪍	來開一寒平
䪎	心合一灰平
䪎	生合三支平
䪏	泥開一覃入
䪐	幫三B脂去
䪒	章合三虞去
䪔	並三C虞上
䪗	匣開二麻平
䪙	滂一唐入
䪚	端開一談入
䪜	昌開三鹽去
䪜	昌開三鹽平
䪝	影合二庚入
䪞	從開一談入
䪡	精開四齊平
䪤	並三C元平
䪥	匣開二皆去
䪦	匣一東平
䪧	澄開三支平
䪩	疑開三B侵平
䪫	匣開二耕平
䪬	滂一魂入
䪯	影合三A清平
䪳	以合三真上
䪴	章開三侵上
䪴	端開一覃上
䪷	曉一侯去
䪸	明三B真平
䪹	滂三B脂平
䪻	並三B仙去
䪻	並三C元上
䪼	章合三仙入
䪾	章開三真上
䫀	見開一痕上
䫁	並三A脂去
䫂	端開一歌上
䫄	徹合二刪入
䫅	心開一覃去
䫆	常開三清平
䫆	羣開三B庚平
䫉	明二肴去
䫌	滂四齊上
䫎	章合三仙入
䫏	溪開三C之平
䫒	明一魂平
䫔	溪開四先入
䫔	溪開四齊去
䫖	徹開三侵上
䫗	匣開二麻平
䫘	匣開一寒入
䫘	曉開一寒入
䫛	匣一侯平
䫜	影開二肴平
䫞	曉開四蕭平
䫞	溪開三A宵平
䫟	云合三C文上
䫟	匣合一魂上
䫠	並三B脂平
䫠	滂三B脂平
䫡	溪開二咸上
䫡	溪開二咸去
䫡	溪開二銜上
䫡	疑開二咸平
䫡	見開二咸去
䫢	心開三支平
䫤	明四青平
䫥	溪合一灰上
䫥	溪開三C之平
䫥	疑合一灰上
䫦	見開一談入
䫧	匣開一豪平
䫨	疑開一豪去
䫨	疑開一豪平
䫩	心開一覃上
䫩	清開一覃上
䫪	初開三陽上
䫪	生開三陽上
䫬	章開三侵上
䫲	曉開一覃上
䫲	曉開一覃去
䫳	定一東入
䫴	云開三B侵去
䫴	羣開三B侵上
䫵	明三A仙平
䫶	並三C文平
䫸	徹開二肴平
䫹	匣一東平
䫻	云合三B真入
䫽	滂一豪平
䫾	幫三B蒸入
䫾	滂四先入
䫿	徹開三宵平
䬀	影三C尤上
䬀	影開三A幽上
䬁	以開三支平
䬂	曉合三C元入
䬄	曉合三A真入
䬆	來開三真入
䬆	來開三脂去
䬇	以合三仙去
䬉	曉合二耕入
䬊	生開二銜入
䬌	滂三C尤平
䬍	曉合一魂入
䬍	曉合三C文入
䬎	見合二耕入
䬐	日合三支平
䬑	云合三C微去
䬑	云合三C文入
䬒	生三尤平
䬘	曉開二肴平
䬝	匣合二庚平
䬞	定開一豪平
䬞	澄三尤平
䬟	來三尤平
䬠	滂三C微平
䬡	章開三魚去
䬦	端一侯去
䬧	疑合三C元平
䬫	定開四齊平
䬫	端開四齊平
䬬	影開三C陽上
䬬	影開三C陽去
䬮	以開三之平
䬯	孃開三鹽平
䬯	泥開四添平
䬰	常開三宵去
䬳	幫一寒上
䬴	明一寒入
䬵	影開二夬去
䬵	見開一咍平
䬷	書開三麻上
䬼	影合四先去
䬽	來合一泰去
䬽	書合三祭去
䬾	定開四齊平
䬿	明三C微上
䭁	章開三祭去
䭂	影開三B侵入
䭃	日開三侵上
䭆	孃開二耕入
䭈	見開三C元平
䭉	心合三支上
䭐	以開三陽去
䭑	來開三鹽上
䭒	心開三蒸入
䭓	疑開一痕去
䭔	端合一灰平
䭕	精開一談上
䭖	章開三魚去
䭘	影開三B庚上
䭙	精開三侵上
䭡	影合一魂去
䭡	影開一痕去
䭢	孃開二耕平
䭤	溪開三A仙上
䭦	並一唐入
䭨	書合三祭去
䭨	生合三支平
䭩	明一歌平
䭬	溪開四齊上
䭭	書三尤上
䭮	滂三C文入
䭱	並四先入
䭱	滂四先入
䭴	匣合二刪平
䭴	匣合四先上
䭸	並三C虞上
䭹	疑開一唐上
䭹	疑開一唐去
䭹	疑開一唐平
䭾	定開一歌去
䭾	定開一歌平
䭿	以開三真入
䭿	定開四先入
䮀	並二江入
䮂	並一寒入
䮄	匣合四先平
䮉	來開三魚平
䮋	來開三祭去
䮎	曉開三C微去
䮒	滂一模平
䮔	章合三支上
䮔	章合三支平
䮗	疑開一寒去
䮙	云合三B蒸入
䮝	匣合一魂平
䮟	生三尤平
䮠	幫三B蒸入
䮢	崇開二咸入
䮤	匣開一唐入
䮤	見二江入
䮥	來開四青入
䮧	匣開一寒去
䮧	匣開一寒平
䮩	見合一魂入
䮭	明四青入
䮱	澄三東入
䮳	並三C元平
䮴	定開一登去
䮷	定一東入
䮸	影一冬入
䮸	影二江入
䮸	見二江入
䮹	影合三C廢去
䮻	端開一豪上
䮽	來一東入
䮾	並一東平
䮾	來二江平
䯂	崇開三侵入
䯂	生開三臻平
䯇	溪合一魂入
䯇	溪合二山入
䯈	疑合一寒平
䯉	影合一魂入
䯉	影合二山入
䯊	溪開一歌平
䯋	並一寒入
䯋	溪開一寒入
䯍	來開四青平
䯏	見合一寒入
䯑	溪合一唐平
䯒	匣開二庚平
䯓	溪合四齊平
䯖	來開一唐平
䯗	並四齊上
䯘	匣合一寒去
䯜	心開三清入
䯜	透開四青入
䯞	溪合二麻平
䯟	定合一灰去
䯠	影開一豪上
䯢	明一歌平
䯣	溪合三B脂去
䯤	見合一泰去
䯦	明二山入
䯪	溪開一豪上
䯪	溪開一豪去
䯬	端開一歌上
䯰	見開二皆去
䯳	心一冬平
䯷	心三東平
䯸	清開三脂去
䯹	心開三鹽平
䯽	並一侯平
䯽	滂一侯上
䯽	滂三C虞上
䯾	定開四蕭平
䯾	章三尤去
䯾	端開四蕭平
䰂	清開一咍上
䰂	清開一咍去
䰃	並二庚平
䰃	幫一唐上
䰆	日三尤平
䰈	從開一歌平
䰈	清開一歌上
䰉	並一寒平
䰉	幫二刪平
䰍	曉三C尤平
䰍	清開三脂去
䰎	溪合三B脂去
䰏	精開四齊去
䰐	來開一談平
䰒	明一東平
䰓	明四先平
䰕	來一模平
䰕	來開三魚平
䰖	精開一寒上
䰖	精開一寒入
䰖	精開一寒去
䰘	見開四蕭上
䰙	疑開三B支上
䰚	明三C文平
䰝	精開三蒸去
䰞	章開三魚上
䰟	匣合一魂平
䰠	書開三真平
䰡	徹開三之去
䰤	端一東平
䰥	匣合一登入
䰧	曉一模平
䰩	昌開三麻上
䰫	初開二肴平
䰫	崇開二肴上
䰯	疑開三C之去
䰰	日合三虞平
䰰	泥一侯平
䰲	影開二山入
䰴	見開三C殷入
䰻	疑開三C魚平
䰼	從開一覃上
䰼	從開三侵平
䰼	書開三侵上
䰽	幫一泰去
䱂	影三C尤上
䱂	影開四蕭平
䱅	明一寒入
䱊	明四齊上
䱋	見三C鍾上
䱌	以開三之平
䱎	見開一登去
䱏	透一侯上
䱐	並三C尤平
䱐	滂三C虞平
䱒	影開三C嚴入
䱔	以三尤平
䱕	明三C尤平
䱖	來三尤平
䱗	清開一寒平
䱚	來三鍾入
䱜	清開一唐入
䱜	清開三陽入
䱝	並二佳平
䱟	見開三C魚去
䱡	溪三C鍾入
䱡	羣三C東入
䱡	見三C東入
䱢	莊開二耕平
䱣	精合三真入
䱤	匣開二咸去
䱤	見開四添去
䱥	章開三祭去
䱬	心開三魚平
䱮	疑開二庚入
䱱	定開四齊平
䱲	以合三仙平
䱵	影一東平
䱷	疑開三C魚平
䱺	匣開一咍平
䱻	匣合二山入
䱾	來一侯平
䱾	來合三虞平
䲀	章開三脂去
䲁	影合三C微去
䲃	精開一豪上
䲊	以合三脂上
䲊	定合一歌上
䲊	透合一歌上
䲌	溪合一寒上
䲌	溪合一寒去
䲐	來一模上
䲒	匣開二佳上
䲓	疑開三B鹽上
䲔	羣開三B庚平
䲔	羣開三C陽平
䲙	精開四先入
䲚	來開一泰去
䲚	透開一寒入
䲛	明一登去
䲜	疑開三C嚴入
䲦	定開一泰去
䲬	羣開三A支平
䲯	羣開三B侵入
䲰	云合三C文去
䲱	滂三C陽上
䲸	見開二皆去
䲹	並三B脂平
䲽	常開三清入
䲽	端開四蕭上
䲾	溪開二肴上
䳀	以開三真入
䳀	定開四先入
䳅	章開三支上
䳇	明一侯上
䳇	明三C虞上
䳉	端一冬平
䳊	並一寒入
䳊	幫一寒入
䳋	定一冬平
䳌	見合四先平
䳍	見三C鍾平
䳎	羣三C尤上
䳏	見合四齊去
䳐	清開三脂去
䳑	云三C尤上
䳔	見三C東入
䳕	並三C尤平
䳖	孃開三鹽入
䳚	溪開一寒入
䳚	溪開一寒去
䳚	溪開一泰去
䳝	滂一侯上
䳟	明三B庚平
䳢	羣開三C之平
䳤	幫三A仙入
䳦	心合三仙平
䳦	曉合三C元平
䳩	影開三A宵平
䳫	羣合三A脂平
䳯	澄三鍾平
䳲	章開三真去
䳳	心合三真入
䳴	定開一談入
䳺	影開一覃平
䳻	崇開二銜去
䳻	從開一談平
䳾	端開一登平
䴀	定一東平
䴁	疑合三C虞去
䴁	疑合三C虞平
䴃	孃開二肴平
䴅	並三C文平
䴅	幫一魂平
䴆	並一冬入
䴆	滂一東入
䴇	來開四青平
䴊	疑開三B支平
䴑	定開四添入
䴚	見開一唐上
䴛	心開三宵平
䴜	影合二皆平
䴝	初合二夬去
䴟	匣合一寒平
䴠	影開一豪上
䴤	生開三庚平
䴥	見開二麻平
䴦	疑開三B真平
䴦	疑開三C殷平
䴧	影合三B支平
䴬	以開三蒸入
䴭	從開一咍平
䴮	生開二刪去
䴰	船三鍾入
䴲	明一寒入
䴳	匣合二山入
䴵	幫三A清上
䴷	匣合一魂平
䴷	匣合二刪上
䴹	匣合二麻上
䴹	見合一歌上
䴺	並一侯上
䴻	來開三脂平
䴼	初開二刪去
䴽	並三A支平
䴽	幫三B支平
䴾	從開一歌平
䴿	明一東平
䵀	心合一歌上
䵂	定開四青入
䵂	澄開三清入
䵃	見合二庚上
䵈	溪一東入
䵋	云合三B脂上
䵋	見合一灰去
䵌	曉開四添平
䵎	透合一寒平
䵏	來開一豪上
䵐	昌開三仙上
䵑	孃開三真入
䵒	孃開三真入
䵔	端一東上
䵖	溪開四先上
䵖	溪開四先去
䵗	並一登入
䵘	生開二佳去
䵝	影開三C之去
䵞	羣開三B庚平
䵟	見開一寒上
䵣	端開一寒入
䵤	匣開四先上
䵤	端開四先上
䵦	邪開三麻上
䵧	精開一咍去
䵨	明二江平
䵬	透開一覃入
䵮	以開三陽去
䵮	書開三陽平
䵱	曉開三C蒸入
䵳	影合一泰去
䵳	影合二夬去
䵴	以開三蒸去
䵵	初合二刪入
䵵	莊合三仙入
䵸	清三尤平
䵹	知開三支平
䵻	邪合三祭去
䵼	書開三陽平
䵽	清開一談入
䶀	溪開一談入
䶀	透開一覃入
䶂	幫二肴去
䶂	章開三陽入
䶂	端開四青入
䶂	精開三陽入
䶃	匣開一覃平
䶃	見開一覃平
䶄	並四青平
䶅	來開一唐入
䶅	匣開一唐入
䶆	章合三脂平
䶈	幫一唐入
䶎	曉開二咸入
䶐	影合一泰去
䶐	影合二夬去
䶒	從開四齊平
䶓	精開四齊去
䶔	澄開三支平
䶖	羣開三B侵去
䶗	溪開二麻平
䶘	來開一談入
䶘	來開三侵入
䶙	羣開三C魚上
䶛	來開一寒入
䶜	匣一東入
䶜	見一冬入
䶞	溪開三C之平
䶞	羣開三C之平
䶢	溪開二咸入
䶢	見開二咸入
䶣	見開一咍平
䶥	崇開二麻平
䶥	莊開三魚平
䶥	莊開二麻平
䶦	初開二耕入
䶩	從開四齊去
䶬	疑開三B仙入
䶬	見開四先平
䶱	定一冬平
䶱	章三東平
䶲	日開三鹽平
䶲	泥開一覃平
䶴	昌合三支去
䶴	昌合三支平
䶵	澄開三支平
一	影開三A真入
丁	知開二耕平	2%
丁	端開四青平
丂	溪開一豪上
七	清開三真入
丄	常開三陽上
丄	常開三陽去
丅	匣開二麻上
万	明一登入	1%
万	明三C元去
丈	澄開三陽上
三	心開一談去	5%
三	心開一談平
上	常開三陽上
上	常開三陽去	5%
下	匣開二麻上
下	匣開二麻去	3%
丌	見開三C之平
不	幫三C尤上	2%
不	幫三C尤平	2%
不	幫三C文入
与	以開三魚上
丏	明四先上
丐	見開一寒入
丐	見開一泰去
丑	徹三尤上
且	清開三麻上
且	精開三魚平
丕	滂三B脂平
世	書開三祭去
丗	書開三祭去
丘	溪三C尤平
丙	幫三B庚上
丞	常開三蒸去
丞	常開三蒸平
丟	端四尤平
丠	溪三C尤平
両	來開三陽上
丣	以三尤上
並	並四青上
丨	羣合三C元入
丨	見合一魂上
丩	見三C尤平
个	見開一歌去
丫	影開二麻平
中	知三東去	10%
中	知三東平
丮	見開三B庚入
丯	見開二皆去
丰	滂三C鍾平
丱	見合二刪去
串	昌合三仙去
串	見合二刪去
丳	初開二山上
丵	崇二江入
丶	知合三虞上
丸	匣合一寒平
丹	端開一寒平
主	章合三虞上
丼	端開一覃上
丼	精開三清上
丽	來開四齊去
丿	以開三祭去
丿	滂四先入
乀	滂三C文入
乂	疑開三C廢去
乃	泥開一咍上
久	見三C尤上
乇	知開二庚入
乇	透開一唐入
么	明一登入
之	章開三之平
乍	崇開二麻去
乎	匣一模平
乏	並三C凡入
乑	疑開三B侵平
乒	滂四青平
乓	滂一唐平
乖	見合二皆平
乗	船開三蒸去
乗	船開三蒸平
乘	船開三蒸去
乘	船開三蒸平
乙	影開三B真入
乚	影開三C殷上
乜	明三A麻上
九	見三C尤上
乞	溪開三C殷入
也	以開三麻上
乩	見開四齊平
乭	定合一魂入
乳	日合三虞上
乾	羣開三B仙平
乾	見開一寒平
亂	來合一寒去
亄	影開三B真入
亄	影開三B脂去
亅	羣合三C元入
了	來開四蕭上
予	以開三魚上
予	以開三魚平
事	崇開三之去
事	莊開三之去	2%
二	日開三脂去
亍	徹三鍾入
亍	知合三虞去
于	云合三C虞平
于	曉合三C虞平	1%
云	云合三C文平
互	匣一模去
亓	羣開三C之平
五	疑一模上
井	精開三清上
亖	心開三脂去
亘	見開一登去
亙	見開一登去
些	心開一歌去	5%
些	心開三麻平
些	心開四齊去	5%
亞	影開二麻去
亟	溪開三C之去
亟	見開三C蒸入
亠	定一侯平
亡	明三C陽平
亢	溪開一唐去
亢	見開一唐平	20%
交	見開二肴平
亥	匣開一咍上
亦	以開三清入
亨	曉開三C陽上	2%
亨	曉開二庚平
亨	滂二庚平	2%
享	曉開三C陽上
京	見開三B庚平
亭	定開四青平
亮	來開三陽去
亯	曉開三C陽上
亳	並一唐入
亶	端開一寒上
亹	明一魂平
亹	明三C微上
人	日開三真平
亻	日開三真平
亼	從開三侵入
亾	明三C陽平
什	常開三侵入
仁	日開三真平
仂	來開一登入
仂	來開三蒸入
仃	端開四青平
仄	莊開三蒸入
仆	並一登入
仆	滂一侯去
仆	滂三C尤去
仆	滂三C虞去
仇	羣三C尤平
仉	章開三陽上
今	見開三B侵平
介	見開二皆去
仌	幫三B蒸平
仍	日開三蒸平
从	從三鍾平
仔	精開三之上
仔	精開三之平
仕	崇開三之上
他	透開一歌平
仗	澄開三陽上
仗	澄開三陽去
付	幫三C虞去
仙	心開三仙平
仚	曉開三B仙平
仛	定開一唐入
仜	匣一東平
仝	定一東平
仝	從合三仙平
仞	日開三真去
仟	清開四先平
仠	見開一寒上
仡	曉開三C殷入
仡	疑開三C殷入
仢	常開三陽入
代	定開一咍去
令	來開三仙平
令	來開三清去
令	來開三清平
令	來開四青去
令	來開四青平
以	以開三之上
仨	心開一歌平
仫	明一模去
仯	初開二肴上
仯	初開二肴去
仰	疑開三C陽上
仰	疑開三C陽去
仲	澄三東去
仳	並三A脂平
仳	並三B脂上
仳	滂三A支上
仵	疑一模上
件	羣開三B仙上
价	見開二皆去
仸	影開三B宵上
仹	滂三C鍾平
任	日開三侵去
任	日開三侵平
份	並三C文去
份	幫三B真平
仿	滂三C陽上
伀	章三鍾平
企	溪開三A支上
企	溪開三A支去
伂	幫一泰去
伃	以開三魚平
伄	端開四蕭上
伄	端開四蕭去
伆	明三C文上
伆	明三C文入
伈	心開三侵上
伉	溪開一唐去
伊	影開三A脂平
伋	見開三B侵入
伍	疑一模上
伎	章開三支去
伎	羣開三A支平
伎	羣開三B支上
伏	並三C尤去	2%
伏	並三C東入
伐	並三C元入
休	曉三C尤平
伕	幫三C虞平
伙	曉合一歌上
伢	疑開二麻平
伭	匣開四先平
伯	幫二庚入
估	見一模上
伱	孃開三之上
伲	孃開三之上
伴	並一寒上
伴	並一寒去	3%
伶	來開四青平
伷	澄三尤去
伸	書開三真平
伹	從一模上
伹	清開三魚平
伺	心開三之去
伺	心開三之平
伻	滂二耕平
似	邪開三之上
伽	羣開三C歌平
伾	滂三B脂平
伿	以開三支去
伿	章開三支去
佀	邪開三之上
佁	以開三之上
佁	以開三廢上
佁	徹開三之去
佂	章開三清平
佃	定開四先去
佃	定開四先平
佅	明二夬去
但	定開一寒上
但	定開一寒去	10%
但	定開一寒平	10%
佇	澄開三魚上
佈	幫一模去
佉	溪開三C歌平
佊	幫三B支上
佊	幫三B支去
佋	常開三宵上
佋	常開三宵平
佌	清開三支上
位	云合三B脂去
低	端開四齊平
住	澄合三虞去
住	知合三虞去	5%
佐	精開一歌去
佑	云三C尤去
佒	影開一唐平
体	並一魂上
佔	端開四添平
何	匣開一歌上	1%
何	匣開一歌平
佖	並三A真入
佖	並三B真入
佗	定開一歌平
佗	透開一歌平
佘	常開三麻平
佘	船開三麻平
余	以開三魚平
余	常開三麻平
佚	以開三真入
佛	並三C文入
作	精一模去
作	精開一唐入
作	精開一歌去
佝	曉一侯去
佞	泥開四青去
佟	定一冬平
你	孃開三之上
佣	以三鍾平
佤	疑合二麻上
佧	溪開二麻上
佨	幫二肴平
佩	並一灰去
佪	匣合一灰平
佫	匣開一唐入
佬	來開一豪上
佮	影開一覃入
佮	見開一覃入
佮	透開一覃入
佯	以開三陽平
佯	從開三陽平
佰	幫二庚入
佰	明二庚入
佳	見開二佳平
佴	日開三之去
佴	泥開一咍去
併	並二耕上
併	並四青上
併	幫三A清上
併	幫三A清去
佶	羣開三B真入
佷	匣開一痕上
佸	匣合一寒入
佸	見合一寒入
佹	見合三B支上
佺	清合三仙平
佻	定開四蕭平
佻	端開四蕭上
佻	透開四蕭平
佼	匣開二肴上
佼	見開二肴上
佼	見開二肴平
佽	清開三脂去
佾	以開三真入
使	生開三之上
使	生開三之去	5%
侀	匣開四青平
侁	生開三臻平
侂	透開一唐入
侃	溪開一寒上
侃	溪開一寒去
侄	章開三真入
侅	匣開一咍上
侅	匣開二皆上
侅	溪開一咍平
侅	見開一咍平
來	來開一咍平
侈	昌開三支上
侉	影開一歌去
侊	見合一唐平
侊	見合二庚平
例	來開三祭去
侍	常開三之去
侎	明三A支上
侏	章合三虞平
侐	曉合三A脂去
侐	曉合三B蒸入
侑	云三C尤去
侒	影開一寒平
侔	明三C尤平
侖	來合三真平
侗	定一東去
侗	定一東平
侗	透一東上
侗	透一東平
侘	徹開二麻去
侘	徹開二麻平
侙	徹開三蒸入
侚	邪合三真去
供	見三C鍾去
供	見三C鍾平
侜	知三尤平
依	影開三C微平
侣	來開三魚上
侮	明三C虞上
侯	匣一侯平
侲	章開三真去
侲	章開三真平
侳	精合一歌去
侳	精合一歌平
侴	徹三尤上
侵	清開三侵平
侶	來開三魚上
侷	羣三C鍾入
侸	端一侯平
侹	透開四青上
侹	透開四青去
侺	常開三侵去
侻	透合一寒入
便	並三A仙去
便	並三A仙平	30%
俁	疑合三C虞上
係	見開四齊去
促	清三鍾入
俄	疑開一歌平
俅	羣三C尤平
俆	邪開三魚平
俇	羣合三C陽上
俊	精合三真去
俋	澄開三侵入
俌	幫三C虞上
俌	滂三C虞上
俍	來開一唐上
俎	莊開三魚上
俏	清開三宵去
俐	來開三脂去
俑	以三鍾上	99%
俑	透一東平	1%
俒	匣合一魂去
俒	匣合一魂平
俓	疑開二耕平
俓	疑開四先平
俓	見開四青去
俔	匣開四先上
俔	溪開四先去
俕	心開一覃去
俖	滂一灰上
俗	邪三鍾入
俘	滂三C虞平
俙	曉開三C微上
俙	曉開三C微平
俚	來開三之上
俛	明三B仙上
俜	滂三A清去
俜	滂四青平
保	幫一豪上
俞	以合三虞平
俞	徹三尤去
俟	俟開三之上
俟	羣開三C微平	0%
俠	匣開四添入
信	心開三真去
俬	心開三脂平
修	心三尤平
俯	幫三C虞上
俰	匣合一歌去
俱	見合三C虞平
俲	匣開二肴去
俳	並二皆平
俴	從開三仙上
俴	精開三仙上
俵	幫三B宵去
俶	昌三東入
俸	並三C鍾去
俸	幫一東上
俹	影開二麻去
俺	影開三B鹽去	2%
俺	影開三C嚴去	2%
俺	疑開一覃上
俻	並三B脂去
俾	幫三A支上
倀	徹開三陽平
倀	知開二庚去
倂	幫三A清去
倃	羣三C尤上
倃	見開一豪平
倄	云合三C廢上
倄	匣開二肴平
倅	清合一灰去
倅	精合一魂入
倆	來開三歌上
倆	來開三陽上
倇	影合三C元上
倈	來開三之平
倉	清開一唐平
個	見開一歌去
倌	見合一寒平
倌	見合二刪去
倍	並一灰上
倏	書三東入
倐	書三東入
們	明一魂平
倒	端開一豪上
倒	端開一豪去
倓	定開一覃上
倓	定開一談去
倓	定開一談平
倔	羣合三C文入
倕	常合三支平
倖	匣開二耕上
倗	並一登去
倗	並一登平
倗	滂一登上
倘	透開一唐上
候	匣一侯去
倚	影開三B支上	95%
倚	影開三B支去	5%
倜	透開四青入
倝	見開一寒去
倞	羣開三B庚去
借	精開三清入
借	精開三麻去
倠	曉合三A脂平
倡	昌開三陽去
倡	昌開三陽平
倢	從開三鹽入
倣	幫三C陽上
倥	溪一東上
倥	溪一東去
倥	溪一東平
倦	羣合三B仙去
倧	精一冬平
倨	見開三C魚去
倩	清開三清去
倩	清開四先去
倪	疑開四齊平
倫	來合三真平
倬	知二江入
倭	影合一歌上
倭	影合一歌平
倭	影合三B支平
倮	來合一歌上
倯	心三鍾平
倰	來開一登去
倰	來開一登平
倱	匣合一魂上
倲	端一東平
倳	莊開三之去
倷	泥開一咍上
倻	以開三麻平
值	澄開三之去
值	澄開三蒸入
偁	昌開三蒸平
偃	影開三C元上
偄	日合三仙上
偄	泥合一寒去
偅	章三鍾去
偆	徹合三真上
偆	昌合三真上
假	見開二麻上
假	見開二麻去	30%
偈	羣開三B仙入
偈	羣開三B祭去
偉	云合三C微上
偋	並三A清去
偌	日開三麻去
偎	影合一灰平
偏	滂三A仙去
偏	滂三A仙平
偐	疑開二刪去
偑	幫三C東平
偒	透開一唐上
偓	影二江入
偔	疑開一唐入
偕	匣開二皆平
偕	見開二皆平
偘	溪開一寒去
偙	端開四齊去
做	精一模去
偛	莊開二咸入
停	定開四青平
偝	並一灰去
偞	以開三鹽入
偞	曉開四添入
偟	匣合一唐平
偠	影開四蕭上
偡	澄開二咸上
偤	以三尤平
健	羣開三C元去
偩	並三C尤上
偪	幫三B蒸入
偪	幫三C東入
偬	精一東上
偬	精一東去
偭	明三A仙上
偭	明三A仙去
偯	影開三C微上
偰	心開四先入
偲	心開三之平
偲	清開一咍平
偳	端合一寒平
偳	透合一寒平
側	莊開三蒸入
偵	徹開三清去
偵	徹開三清平
偵	知開二庚去
偶	疑一侯上
偶	疑一侯去
偷	透一侯平
偽	疑合三B支去
傀	溪合一灰上
傀	見合一灰平
傁	心一侯上
傂	心開三支平
傂	澄開三支上
傂	澄開三支平
傃	心一模去
傄	曉合二山入
傅	幫三C虞去
傆	疑合三C元去
傈	來開三真入
傉	泥一冬入
傋	曉二江上
傋	見二江上
傌	明二麻去
傍	並一唐去
傍	並一唐平
傎	端開四先平
傏	定開一唐平
傑	羣開三B仙入
傒	匣開四齊平
傓	書開三仙去
傔	溪開四添去
傕	見二江入
傖	崇開二庚平
傖	清開一唐平
傗	徹三東入
傘	心開一寒上
備	並三B脂去
傚	匣開二肴去
傛	以三鍾上
傛	以三鍾平
傜	以開三宵平
傝	透開一覃去
傝	透開一談入
傞	心開一歌平
傞	清開一歌平
傡	並二耕上
傡	並二耕去
傢	見開二麻平
傣	端開一咍上
傪	清開一覃上
傪	清開一覃平
催	清合一灰平
傭	以三鍾平
傭	徹三鍾平
傮	精開一豪平
傯	精一東上
傯	精一東去
傱	心三鍾上
傲	疑開一豪去
傳	澄合三仙去	4%
傳	澄合三仙平	95%
傳	知合三仙去	1%
傴	影合三C虞上
債	莊開二佳去
債	莊開二耕入
傶	精一冬入
傷	書開三陽去
傷	書開三陽平
傸	初開三陽上
傺	徹開三祭去
傻	生合二麻上
傻	生合二麻去
傾	溪合三A清平
傿	影開三C元去
僀	端開四齊去
僁	心開三真入
僁	心開四先入
僂	來一侯去
僂	來一侯平
僂	來合三虞上
僄	滂三A宵去
僄	滂三A宵平
僅	羣開三B真去
僆	來開三仙上
僆	來開四先去
僇	來三尤去
僇	來三東入
僉	清開三鹽平
僊	心開三仙平
僋	來開一覃去
僋	透開一覃去
僋	透開一覃平
僎	崇合三仙上
僎	崇合三仙去
僎	精合三真平
像	邪開三陽上
僐	常開三仙上
僐	常開三仙去
僑	羣開三B宵平
僒	羣合三B真上
僓	匣合一灰去
僓	透合一灰上
僔	精合一魂上
僕	並一冬入
僕	並一東入
僖	曉開三C之平
僗	來開一豪去
僘	昌開三陽上
僙	見合一唐平
僚	來開三宵上
僚	來開四蕭平
僛	溪開三C之平
僜	定開一登去
僜	徹開三蒸平
僝	崇合三仙去
僝	崇開二山平
僞	疑合三B支去
僟	見開三C微平
僢	昌合三真上
僣	透開四先入
僤	定開一寒上
僤	定開一寒去
僤	常開三仙平
僥	疑開四蕭平
僦	精三尤去
僧	心開一登平
僨	幫三C文去
僩	匣開二刪上
僩	見開二山上
僬	從開三宵平
僬	精開三宵去
僬	精開三宵平
僭	精開四添去
僮	定一東平
僮	澄二江去	2%
僯	來開三真上
僰	並一登入
僱	見一模去
僳	心一東入
僴	見開二山上
僵	見開三C陽平
僶	明三A真上
僸	疑開三B侵上
僸	見開三B侵去
價	見開二麻去
僻	滂三A清入
僻	滂四青入
僽	崇三尤去
僾	影開一咍去
僾	影開三C微上
僿	書開三之去
儀	疑開三B支平
儁	精合三真去
儂	泥一冬平
儃	定開一寒平
儃	常開三仙平
億	影開三C蒸入
儅	端開一唐去
儅	端開一唐平
儆	羣開三B庚去
儆	見開三B庚上
儇	曉合三A仙平
儈	見合一泰去
儉	羣開三B鹽上
儊	初開三魚去
儋	端開一談平
儌	見開四蕭上
儐	幫三A真去
儐	幫三A真平
儑	疑開一覃入
儑	疑開一覃去
儑	疑開一談入
儒	日合三虞平
儓	定開一咍平
儓	透開一咍去
儔	定開一豪去
儔	澄三尤平
儕	崇開二皆平
儖	來開一談平
儗	曉開一咍去
儗	疑開一咍去
儗	疑開三C之上
儗	疑開三C之去
儘	精開三真上
儛	明三C虞上
儜	孃開二耕平
償	常開三陽去
償	常開三陽平
償	書開三陽上
儠	來開三鹽入
儡	來合一灰上
儡	來合一灰平
儢	來開三魚上
儥	以三東入
儥	定一東入
儦	幫三B宵平
儧	精合一寒上
儩	心開三支去
優	影三C尤平
儭	初開三臻去
儭	清開三真去
儯	定開一登平
儰	云合三B支上
儱	來一東上
儱	來三鍾去
儲	澄開三魚平
儳	初開二銜去
儳	崇開二咸去
儳	崇開二咸平
