泭	並三C虞平
泭	滂三C虞平
泮	滂一寒去
泯	明三A真上
泯	明三A真平
泰	透開一泰去
泱	影開一唐上
泱	影開三C陽平
泳	云合三B庚去
泵	幫一登去
泿	疑開一痕平
泿	疑開三B真平
洁	見開三A真入
洄	匣合一灰平
洅	精合一灰上
洇	影開三A真平
洈	疑合三B支平
洈	見合三B支上
洊	從開四先去
洋	以開三陽平	99%
洋	邪開三陽平	1%
洌	來開三仙入
洌	來開三祭去
洍	以開三之平
洍	邪開三之上
洎	羣開三B脂去
洎	見開三B脂去
洏	日開三之平
洐	匣開二庚平
洑	並三C東入
洒	心開四齊上
洒	生開二佳去
洓	清開三清入
洔	澄開三之上
洔	章開三之上
洕	以開三真去
洗	心開四先上
洗	心開四齊上
洘	溪開一豪上
洙	常合三虞平
洚	匣一冬平
洚	匣一東平
洚	匣二江平
洚	見二江去
洛	來開一唐入
洝	影開一寒去
洞	定一東去
洞	定一東平	2%
洟	以開三脂平
洟	透開四齊去
洣	明四齊上
津	精開三真平
洦	明二庚入
洦	滂二庚入
洧	云合三B脂上
洨	匣開二肴平
洩	以開三祭去
洪	匣一東平
洫	曉合三B蒸入
洬	心一冬入
洭	溪合三C陽平
洮	以開三宵平
洮	透開一豪平
洱	日開三之上
洱	日開三之去
洲	章三尤平
洳	日開三魚去
洳	日開三魚平
洴	並四青平
洵	心合三真平
洵	邪合三真平
洶	曉三C鍾上
洶	曉三C鍾平
洸	影合一唐平
洸	見合一唐平
洹	云合三C元平
洹	匣合一寒平
洺	明三A清平
活	匣合一寒入
活	見合一寒入	2%
洼	影合二皆平
洼	影合二麻平
洼	影開二佳平
洼	見合四齊平
洽	匣開二咸入
派	滂二佳去
洿	匣一模上
洿	影一模平
流	來三尤平
浖	來合三仙入
浘	明三C微上
浙	章開三仙入
浚	心合三真去
浛	匣開一覃去
浜	幫二庚上	20%
浜	幫二耕平
浝	明二江平
浞	崇二江入
浟	以三尤平
浠	曉開三C微平
浡	並一魂入
浢	定一侯去
浣	匣合一寒上
浤	匣合二耕平
浥	影開三B侵入
浥	影開三C嚴入
浥	影開二咸入
浦	滂一模上
浧	以開三清上
浨	來開一覃上
浩	匣開一豪上
浩	見開一覃入	2%
浪	來開一唐去
浪	來開一唐平
浬	來開三之上
浭	見開二庚平
浮	並三C尤平
浯	疑一模平
浰	來開四先去
浴	以三鍾入
浵	定一冬平
海	曉開一咍上
浸	清開三侵平
浸	精開三侵去
浹	精開四添入
浺	徹三東平
浻	影合二庚上
浼	明一灰上
浽	心合三脂平
浽	泥合一灰上
浾	莊開二麻平
浿	滂一泰去
浿	滂二皆去
涀	匣開四先去
涀	匣開四齊上
涀	溪開四先去
涂	定一模平
涂	澄開三魚平
涃	溪合一魂去
涅	泥開四先入
涇	羣開三A清上
涇	見開四青平
消	心開三宵平
涉	常開三鹽入
涉	端開四添入
涊	日開三真上
涊	泥開四先上
涌	以三鍾上
涍	曉開二肴去
涍	曉開二肴平
涎	以開三仙去
涎	邪開三仙平
涏	定開四先去
涏	定開四青上
涐	疑開一歌平
涑	心一侯平
涑	心一東入
涑	心三鍾入
涒	透合一魂平
涓	見合四先平
涔	崇開三侵平
涕	透開四齊上
涕	透開四齊去
涖	來開三脂去
涖	來開四齊去
涗	書合三祭去
涘	俟開三之上
涪	並三C尤平
涫	見合一寒去
涫	見合一寒平
涬	匣開四青上
涮	生合二刪去
涯	疑開三B支平
涯	疑開二佳平
液	以開三清入
涳	孃二江平
涳	溪一東平
涳	溪二江平
涴	影合一歌去
涵	匣開一覃上
涵	匣開一覃平	20%
涶	透合一歌去
涶	透合一歌平
涷	端一東去
涷	端一東平
涸	匣開一唐入
涹	影合一歌平
涺	見開三C魚平
涻	書開三麻去
涼	來開三陽去
涼	來開三陽平
涾	定開一覃入
涿	知二江入
淀	定開四先去
淁	清開三鹽入
淂	端開一登入
淃	羣合三B仙去
淄	莊開三之平
淅	心開四青入
淆	匣開二肴平
淇	羣開三C之平
淈	匣開一痕入
淈	見合一魂入
淊	以開三鹽上
淊	匣開一覃上
淊	影開二咸去
淊	影開二咸平
淋	來開三侵平
淌	透開一唐上
淑	常三東入
淒	清開四齊平
淓	滂三C陽平
淔	徹開三蒸入
淕	來三東入
淖	孃開二肴去
淘	定開一豪平
淙	崇二江平	5%
淙	從一冬平
淙	生二江去	5%
淚	來合三脂去
淛	章開三祭去
淜	並三B蒸平
淝	並三C微平
淞	心三鍾平
淞	邪三鍾平
淟	透開四先上
淠	滂三B脂去
淡	以開三鹽上	20%
淡	定開一談上	20%
淡	定開一談去
淡	定開一談平	20%
淢	云合三B蒸入
淢	曉合三B蒸入
淤	影開三C魚去
淤	影開三C魚平
淥	來一東入
淥	來三鍾入
淦	見開一覃去
淦	見開一覃平
淧	明三A真入
淨	從開三清去
淩	來開三蒸平
淪	來合三真平
淫	以開三侵平
淬	清合一灰去
淭	羣開三C魚平
淮	匣合二皆平
淯	以三東入
淰	孃開二咸上
淰	書開三侵上
淰	泥開四添上
深	書開三侵去
深	書開三侵平
淲	並三B幽平
淳	常合三真平
淴	影合一魂入
淵	影合四先平
淶	來開一咍平
混	匣合一魂上
淸	清開三清平
淹	影開三B鹽平
淹	影開三C嚴去
淺	清開三仙上
淺	精開四先平
添	透開四添平
淼	明三A宵上
渃	日開三麻去
清	清開三清平
渌	來一東入
渌	來三鍾入
渒	幫三A支平
渒	滂四齊去
渙	曉合一寒去
渙	曉合一泰去
渚	章開三魚上
減	匣開二咸上
減	見開二咸上
渜	泥合一寒上
渜	泥合一寒去
渝	以合三虞平
渟	定開四青平
渠	羣開三C魚平
渡	定一模去
渢	並三C東平
渣	莊開二麻平
渤	並一魂入
渥	影二江入
渦	影合一歌平
渦	見合一歌平
渧	端開四齊去
渨	影合一灰平
温	影合一魂平
渫	定開四添入
渫	崇開二咸入
渫	心開三仙入
測	初開三蒸入
渭	云合三C微去
港	匣一東去	2%
港	見二江上
渰	影開三B鹽上
渱	匣一東平
渲	心合三仙去
渳	明三A支上
渴	溪開一寒入
渴	羣開三B仙入
渶	影開三B庚平
渷	以合三仙上
游	以三尤平
渹	曉合二耕平
渺	明三A宵上
渻	心開三清上
渻	生開三庚上
渼	明三B脂上
渽	精開一咍平
渾	匣合一魂上
渾	匣合一魂平
渿	泥開一泰去
湀	溪合四先入
湀	溪合四齊平
湀	羣合三A脂上
湀	見合三A脂上
湁	徹開三侵入
湂	疑開一唐入
湃	滂二皆去
湄	明三B脂平
湅	來開四先去
湆	溪開三B侵入
湉	定開四添平
湊	清一侯去
湋	云合三C微平
湌	清開一寒平
湍	章合三仙平
湍	透合一寒平
湎	明三A仙上
湐	幫二庚入
湑	心開三魚上
湑	心開三魚平
湒	精開三侵入
湓	並一魂平
湓	滂一魂去
湓	滂三C文去
湔	從開四先平
湔	精開三仙去
湔	精開三仙平
湔	精開四先平
湕	見開三C元上
湖	匣一模平
湘	心開三陽平
湛	澄開三侵平
湛	澄開二咸上
湛	端開一覃平
湜	常開三蒸入
湝	匣開二皆平
湝	見開二皆平
湞	澄開二耕平
湞	知開三清平
湟	匣合一唐平
湠	透開一寒去
湡	疑合三C虞平
湢	幫三B蒸入
湣	明三B真上
湧	以三鍾上
湨	見合四青入
湩	知三鍾去
湩	端一冬上
湩	端一東去
湪	透合一寒去
湫	從三尤上
湫	清三尤平
湫	精三尤平
湫	精開四蕭上
湮	影開三A真平
湮	影開四先平
湯	書開三陽平	2%
湯	透開一唐去
湯	透開一唐平
湱	曉合二庚入
湱	曉合二耕入
湲	云合三B仙平
湲	匣合二山平
湳	泥開一覃上
湴	並二銜去
湼	泥開四先入
湽	莊開三之平
溈	云合三B支平
溈	見合三B支平
溉	見開一咍去
溉	見開三C微去
溎	影開四先去
溏	定開一唐平
源	疑合三C元平
溑	心合一歌上
溒	云合三C元平
溓	來開三鹽上
溓	來開四添上
溓	來開四添平
溔	以開三宵上
準	章合三仙入	10%
準	章合三真上
溗	船開三蒸平
溘	溪開一泰去
溘	溪開一覃入
溜	來三尤去
溝	見一侯平
溞	心開一豪平
溟	明四青上
溟	明四青平
溠	清開一歌平
溠	莊開二麻去
溠	莊開二麻平
溢	以開三真入
溣	來合一魂去
溥	幫一唐入
溥	滂一模上
溧	來開三真入
溨	從開一咍平
溩	影一模上
溪	溪開四齊平
溫	影合一魂平
溭	崇開三蒸入
溯	心一模去
溰	疑開三C微平
溱	莊開三臻平
溲	生三尤上
溲	生三尤平
溳	云合三B真上
溳	云合三C文平
溴	曉三C尤去
溵	影開三C殷平
溶	以三鍾上
溶	以三鍾平
溷	匣合一魂去
溹	心開一唐入
溹	生開三庚入
溹	生開二耕入
溺	日開三陽入
溺	泥開四青入
溻	透開一覃入
溻	透開一談入
溼	書開三侵入
溽	日三鍾入
溾	匣合一灰上
溾	影合二皆平
滀	徹三東入
滁	澄開三魚平
滂	滂一唐平
滃	影一東上
滄	初開三陽去	2%
滄	清開一唐平
滅	明三A仙入
滆	匣開二耕入
滇	定開四先平	20%
滇	端開四先平
滇	透開四先去	20%
滈	匣開一豪上
滈	曉二江入
滉	匣合一唐上
滋	精開三之平
滌	定開四青入
滍	澄開三脂上
滎	匣合四青平
滏	並三C虞上
滐	羣開三B仙入
滑	匣合一魂入	5%
滑	匣合二山入
滑	見合一魂入	5%
滒	見開一歌平
滓	莊開三之上
滔	透開一豪平
滕	定開一登平
滘	見開二肴去
滣	船合三真平
滫	心三尤上
滬	匣一模上
滭	幫三A真入
滯	澄開三祭去
滰	羣開三C陽上
滱	溪一侯去
滱	溪一侯平
滲	生開三侵去
滴	端開四青入
滵	明三B真入
滶	疑開一豪平
滷	來一模上
滷	定開四青入
滷	昌開三清入
滸	曉一模上
滹	曉一模平
滻	生開二山上
滽	以三鍾平
滾	見合一魂上
滿	明一寒上
漁	疑開三C魚平
漂	滂三A宵去
漂	滂三A宵平
漅	精開三宵上
漆	清開三真入
漉	來一東入
漊	來一侯上
漊	來合三虞上
漌	見開三C殷上
漍	見合二耕入
漏	來一侯去
漐	徹開三侵入
漑	見開一咍去
漑	見開三C微去
漓	來開三支平
演	以開三仙上
演	以開三真上	2%
漕	從開一豪去
漕	從開一豪平
漘	船合三真平
漙	定合一寒平
漚	影一侯去
漚	影一侯平
漞	明四青入
漠	明一唐入
漢	曉開一寒去
漣	來開三仙去
漣	來開三仙平
漤	來開一覃上
漦	俟開三之平
漧	見開一寒平
漨	並三C鍾平
漩	邪合三仙去
漩	邪合三仙平
漪	影開三B支平
漫	明一寒去
漬	從開三支去
漭	明一唐上
漭	明一唐去
漮	溪開一唐平
漯	來合一歌去
漯	透開一覃入
漰	滂一登平
漱	心一侯去
漱	生三尤去
漲	知開三陽去
漲	知開三陽平
漳	章開三陽平
漴	崇二江去
漵	邪開三魚上
漶	匣合一寒去
漷	曉合二庚入
漷	溪合一唐入
漸	從開三鹽上
漸	精開三鹽平
漹	云開三B仙平
漹	影開三C元去
漺	初開三陽上
漺	生開三陽上
漻	來開四蕭平
漼	清合一灰上
漾	以開三陽去
漿	精開三陽平
潁	以合三清上
潎	滂三A仙入
潎	滂三A祭去
潏	以合三真入
潏	船合三真入
潏	見合四先入
潐	精開三宵去
潑	滂一寒入
潒	定開一唐上
潒	邪開三陽上
潓	匣合四齊去
潔	見開四先入
潕	明三C虞上
潗	精開三侵入
潘	滂一寒平
潙	云合三B支平
潙	見合三B支平
潚	心三東入
潚	心開四蕭平
潛	從開三鹽去
潛	從開三鹽平
潝	曉開三B侵入
潞	來一模去
潟	心開三清入
潠	心合一魂去
潢	匣合一唐去
潢	匣合一唐平
潣	明一灰上
潣	明三B真上
潤	日合三真去
潦	來開一豪上
潦	來開一豪去
潧	莊開三臻平
潨	從一冬平
潨	從一東平
潨	章三東平
潩	以開三之去
潩	以開三蒸入
潪	澄開三清入
潪	知開三支去
潫	影合三A仙平
潫	影合三B仙平
潫	影合二刪平
潬	定開一寒上
潭	以開三侵上
潭	定開一覃平
潮	澄開三宵平
潯	邪開三侵平
潰	匣合一灰去
潲	生開二肴上
潲	生開二肴去
潶	曉開一登入
潷	幫三B真入
潸	生開二刪上
潸	生開二刪平
潺	崇開三仙平
潺	崇開二山平
潼	定一東平
潼	昌三鍾平
潽	滂一模平
潾	來開三真平
潾	來開二山平
潿	云合三C微平
澀	生開三侵入
澁	生開三侵入
澂	澄開三蒸平
澄	澄開三蒸平
澄	澄開二庚平
澅	匣合二佳去
澆	疑開四蕭去
澆	見開四蕭平
澇	來開一豪上
澇	來開一豪去
澇	來開一豪平
澈	澄開三仙入
澉	見開一談上
澉	透開一談去
澋	匣合二庚上
澌	心開三支去
澍	常合三虞去
澍	章合三虞去
澎	並二庚平
澎	滂二庚平
澐	云合三C文平
澒	匣一東上
澓	並三C東入
澗	見開二刪去
澞	疑合三C虞平
澟	來開三侵上
澠	明三A真上
澠	船開三蒸平
澡	精開一豪上
澣	匣合一寒上
澤	澄開二庚入
澥	匣開二佳上
澦	以開三魚去
澧	來開四齊上
澨	常開三祭去
澩	匣二江入
澩	匣開二肴上
澩	崇二江入
澪	來開四青平
澫	明三C元去
澬	從開三脂平
澬	精開三脂平
澭	影三C鍾平
澮	見合一泰去
澰	來開三鹽上
澱	定開四先去
澲	疑開三C嚴入
澳	影三C東入	2%
澳	影開一豪去
澴	匣合二刪平
澶	定開一寒去
澶	常開三仙平
澹	定開一談上
澹	定開一談去
澹	定開一談平
澺	影開三C蒸入
澻	邪合三脂去
澼	滂四青入
澽	羣開三C魚去
澽	見開三C魚去
澾	透開一寒入
澿	羣開三B侵平
激	見開四蕭去	2%
激	見開四青入
濁	澄二江入
濂	來開四添平
濃	孃三鍾平
濄	影合一歌平
濅	精開三侵去
濆	並三C文平
濆	滂一魂平
濇	生開三侵入
濇	生開三蒸入
濈	莊開三侵入
濉	心合三脂平
濊	影合一泰去
濊	影合三C廢去
濊	曉合一寒入
濊	曉合一泰去
濋	初開三魚上
濌	透開一覃入
濎	端開四青上
濓	來開四添平
濔	明三A支上
濕	書開三侵入
濕	透開一覃入
濗	明四青入
濘	泥開四青上
濘	泥開四青去
濘	泥開四齊去
濙	影合四青上
濛	明一東上
濛	明一東平
濜	崇開三臻上
濜	從開三真上
濜	從開三真去
濜	精開三真平
濞	滂三B脂去
濞	滂四齊去
濟	精開四齊上	4%
濟	精開四齊去
濠	匣開一豪平
濡	日合三虞平
濡	泥合一寒平
濢	清合三脂去
濢	精合三脂上
濤	定開一豪平
濥	以開三真上
濥	以開三真去
濧	定合一灰去
濨	從開三之平
濩	匣一模去
濩	匣合一唐入
濩	影合二庚入
濫	來開一談去
濫	匣開二銜上
濬	心合三真去
濮	幫一東入
濯	澄二江入
濯	澄開二肴去
濰	以合三脂平
濱	幫三A真平
濲	見一東入
濴	以合三清平
濵	幫三A真平
濺	精開三仙去
濺	精開四先平
濼	來一冬入
濼	來一東入
濼	來開一唐入
濼	來開四青入
濼	滂一唐入
濼	滂一東入
濽	精開一寒去
濾	來開三魚去
濿	來開三祭去
瀀	影三C尤平
瀁	以開三陽上
瀁	以開三陽去
瀄	莊開三臻入
瀅	影合四青去
瀆	定一東入
瀇	影合一唐上
瀈	曉合三C微平
瀉	心開三麻上
瀉	心開三麻去
瀋	昌開三侵上
瀌	並三B幽平
瀌	幫三B宵平
瀍	澄開三仙平
瀎	明一寒入
瀎	明四先入
瀏	來三尤上
瀏	來三尤平
瀑	並一東入
瀑	並一豪去
瀔	見一東入
瀕	幫三A真平
瀖	曉合一唐入
瀗	曉開三C元去
瀘	來一模平
瀙	初開三臻去
瀙	清開三真去
瀙	莊開三臻平
瀚	匣開一寒去
瀛	以開三清平
瀜	以三東平
瀝	來開四青入
瀟	心開四蕭平
瀠	以合三清平
瀠	影合四青上
瀡	心合三支去
瀢	以合三脂上
瀢	定合一灰上
瀣	匣開一咍去
瀣	匣開二皆去
瀤	匣合二皆平
瀤	影合二皆平
瀥	曉二江入
瀦	知開三魚平
瀧	來一東平
瀧	來二江平
瀧	生二江平
瀨	來開一泰去
瀰	明三A支上
瀰	明三A支平
瀰	泥開四齊上
瀱	見開三B祭去
瀲	來開三鹽上
瀲	來開三鹽去
瀳	從開四先去
瀳	精開四先平
瀴	影開二庚去
瀴	影開四青上
瀴	明四青上
瀵	幫三C文去
瀵	滂三C文去
瀶	來開三侵平
瀷	以開三蒸入
瀷	昌開三蒸入
瀸	精開三鹽平
瀹	以開三陽入
瀺	崇開二咸上
瀼	日開三陽平
瀾	來開一寒去
瀾	來開一寒平
瀿	並三C元平
灂	崇二江入
灃	滂三C東平
灄	書開三鹽入
灈	羣合三C虞平
灉	影三C鍾去
灉	影三C鍾平
灊	從開三侵平
灊	從開三鹽平
灊	邪開三侵平
灋	幫三C凡入
灌	見合一寒去
灑	生開三支上
灑	生開三支去
灑	生開二佳上
灑	生開二麻上
灒	精開一寒去
灓	來合一寒去
灓	來合一寒平
灓	來合三仙去
灕	來開三支平
灘	曉開一寒上
灘	泥開一寒去
灘	透開一寒平
灙	端開一唐上
灛	昌開三仙上
灝	匣開一豪上
灝	見開一覃上
灞	幫二麻去
灡	來開一寒上
灢	泥開一唐上
灢	泥開一唐去
灣	影合二刪平
灤	來合一寒平
灥	昌合三仙平
灥	邪合三真平
灧	以開三鹽去
灨	見開一覃上
灨	見開一覃去
灩	以開三鹽去
灪	影合三C文入
火	曉合一歌上
灬	曉合一歌上
灮	見合一唐平
灰	曉合一灰平
灱	曉開二肴平
灵	來開四青平
灶	精開一豪去
灸	見三C尤上
灸	見三C尤去
灹	知開二麻去
灺	邪開三麻上
灼	章開三陽入
災	精開一咍平
灾	精開一咍平
炁	溪開三C微去
炂	章三鍾平
炅	見合四青上
炅	見合四齊去
炆	明三C文平
炈	以合三清入
炊	昌合三支平
炎	云開三B鹽平
炒	初開二肴上
炓	來開四蕭去
炔	見合四齊去
炕	曉開一唐平	2%
炕	溪開一唐去
炖	定合一魂去
炘	曉開三C殷去
炘	曉開三C殷平
炙	章開三清入
炙	章開三麻去
炟	端開一寒入
炠	匣開二銜入
炢	澄合三真入
炤	章開三宵去
炥	並三C文入
炦	並一寒入
炪	徹合三真入
炪	章合三仙入
炫	匣合四先去
炬	羣開三C魚上
炭	透開一寒去
炮	並二肴平
炮	滂二肴去
炯	匣合四青上
炯	見合四青上
炰	並二肴平
炱	定開一咍平
炳	幫三B庚上
炴	影開三C陽上
炵	定一冬平
炵	透一冬平
炶	匣開一談平
炷	章合三虞上
炷	章合三虞去
炸	知開二麻去
為	云合三B支平
炻	常開三清入
烀	曉一模平
烄	見開一豪去
烄	見開二肴上
烈	來開三仙入
烊	以開三陽平
烋	曉開三B幽平
烏	影一模平
烑	以開三宵平
烒	書開三蒸入
烓	影合四齊平
烓	溪合四青上
烔	定一東平
烕	曉合三A仙入
烖	精開一咍平
烗	溪開二皆去
烘	匣一東去	2%
烘	匣一東平	2%
烘	曉一東去	2%
烘	曉一東平
烙	來開一唐入
烚	匣開二咸入
烜	曉合三B支上
烜	曉合三C元上
烝	章開三蒸去
烝	章開三蒸平
烟	影開三A真平	5%
烟	影開四先平
烠	匣合一灰平
烤	溪開一豪上
烯	曉開三C微平
烰	並三C尤平
烳	滂一模上
烴	見開四青上
烴	透開四青平
烷	匣合一寒平
烹	滂二庚平
烼	曉合三C文入
烽	滂三C鍾平
烾	昌開三清入
焀	匣一東入
焁	曉開三A支平
焁	曉開三B支平
焃	曉合二耕入
焄	曉合三C文平
焅	溪一冬入
焆	影合四先入
焆	影開三B仙入
焆	見合四先平
焇	心開三宵平
焉	云開三B仙平
焉	影開三B仙平
焉	影開三C元平
焊	曉開一寒上
焌	清合三真入
焌	精合一魂去
焌	精合三真去
焎	曉開三B仙入
焐	疑一模去
焓	匣開一覃平
焗	羣三C鍾入
焙	並一灰去
焚	並三C文平
焜	匣合一魂上
焞	常合三真平
焟	心開三清入
焠	清合一灰去
無	明三C虞平
焢	曉一東平
焥	影合一寒入
焦	精開三宵平
焪	溪三C東去
焪	溪三C東平
焫	日合三仙入
焭	羣合三A清平
焮	曉開三C殷去
焯	章開三陽入
焰	以開三鹽去
焱	以開三鹽去
焱	曉合四青入
焲	以開三清入
焴	以三東入
然	日開三仙平
焷	並三A支平
焷	幫三B支平
焸	見一模上
煁	常開三侵平
煆	曉開二麻去
煆	曉開二麻平
煇	匣合一魂上
煇	匣合一魂平
煇	曉合三C微平
煉	來開四先去
煊	曉合三C元平
煋	心開四青平
煌	匣合一唐平
煎	精開三仙去	2%
煎	精開三仙平
煑	章開三魚上
煒	云合三C微上
煓	透合一寒平
煔	匣開一談平
煔	書開三鹽去
煔	透開四添去
煕	曉開三C之平
煖	曉合三C元平
煖	泥合一寒上
煗	泥合一寒上
煙	影開四先平
煚	見合三B庚上
煛	見合四青上
煜	云開三B侵入
煜	以三東入
煝	明三B脂去
煞	生開二山入
煟	云合三C微去
煠	以開三鹽入
煠	崇開二咸入
煠	徹開三鹽入
煢	羣合三A清平
煣	日三尤上
煣	日三尤去
煤	明一灰平
煥	曉合一寒去
煦	曉合三C虞上
煦	曉合三C虞去
照	章開三宵去
煨	影合一灰平
煩	並三C元平
煪	從三尤平
煬	以開三陽去
煬	以開三陽平
煮	章開三魚上
煲	幫一豪平
煴	影合三C文平
煸	幫四先平
煹	見一侯去
煻	定開一唐平
煼	初開二肴上
煽	書開三仙去
煽	書開三仙平
煾	影開一痕平
熁	曉開三C嚴入
熂	曉開三C微去
熄	心開三蒸入
熆	匣開一談入
熇	曉一冬入
熇	曉一東入
熇	曉開一唐入
熇	溪開一豪去
熊	云三C東平
熏	曉合三C文平
熑	來開四添平
熒	匣合四青平
熔	以三鍾平
熗	清開三陽去
熙	曉開三C之平
熚	幫三A真入
熛	幫三A宵平
熜	清一東平
熝	影開一豪平
熟	常三東入
熠	云開三B侵入
熠	以開三侵入
熧	精三鍾平
熨	影合三C微去
熨	影合三C文入
熩	匣一模上
熪	以開三支平
熬	疑開一豪平
熭	云合三B祭去
熭	云合三C元入
熮	來三尤上
熮	來開三宵去
熮	來開四蕭平
熯	日開三仙上
熯	曉開一寒上
熯	曉開一寒去
熱	日開三仙入
熲	見合四青上
熳	明一寒去
熳	明二刪去
熵	書開三陽平
熷	精開一登平
熸	精開三鹽平
熹	曉開三C之平
熻	曉開三B侵入
熼	以開三蒸入
熽	心開四蕭去
熾	昌開三之去
燀	昌開三仙上
燀	昌開三仙平
燀	章開三仙上
燁	云開三B鹽入
燂	定開一覃平
燂	從開三鹽平
燃	日開三仙平
燄	以開三鹽上
燅	邪開三鹽平
燈	端開一登平
燉	定合一魂平
燉	透合一魂平
燊	生開三臻平
燋	精開三宵平
燋	精開三陽入
燌	並三C文平
燍	心開三支平
燎	來開三宵上
燎	來開三宵去
燎	來開三宵平
燏	以合三真入
燐	來開三真去
燐	來開三真平
燒	書開三宵去
燒	書開三宵平
燔	並三C元平
燕	影開四先去
燕	影開四先平	70%
燖	邪開三鹽平
燘	明一灰上
燘	曉合一灰上
燙	透開一唐去
燚	以開三清入
燜	明一魂去
營	以合三清平
燠	影三C東入
燠	影開一豪上
燠	影開一豪去
燡	以開三清入
燣	來開一覃上
燣	來開一覃平
燥	心開一豪上
燦	清開一寒去
燧	邪合三脂去
燩	溪二江入
燩	溪開四青入
燫	來開四添平
燬	曉合三B支上
燭	章三鍾入
燮	心開四添入
燴	匣合一泰去
燷	來開一覃平
燹	心開三仙上
燹	心開四先上
燹	曉合三B脂去
燺	溪開一豪上
燻	曉合三C文平
燼	從開三真去
燽	澄三尤平
燾	定開一豪去
燾	定開一豪平
燿	以開三宵去
爀	曉開二庚入
爁	來開一談上
爁	來開一談去
爁	來開三鹽去
爂	幫三A宵平
爆	幫一唐入
爆	幫二江入
爆	幫二肴去
爇	日合三仙入
爈	來開三魚平
爋	曉合三C文去
爌	曉合一唐上
爌	溪合一唐上
爌	溪合一唐去
爍	書開三陽入
爐	來一模平
爒	來開三宵上
爒	來開四蕭上
爓	以開三鹽去
爓	邪開三鹽平
爗	云開三B鹽入
爚	以開三陽入
爚	書開三陽入
爛	來開一寒去
爝	從開三陽入
爝	精開三宵去
爝	精開三陽入
爞	定一冬平
爞	澄三東平
爟	見合一寒去
爣	透開一唐上
爤	來開一寒去
爧	來開四青平
爨	清合一寒去
爨	清合一寒平
爩	影合三C文入
爪	莊開二肴上
爬	並二麻平
爭	莊開二耕平
爯	昌開三蒸平
爰	云合三C元平
爲	云合三B支去
爲	云合三B支平
爵	精開三陽入
父	並三C虞上
父	幫三C虞上	10%
爸	並一歌上
爹	定開一歌上	50%
爹	端開四麻平
爺	以開三麻平
爻	匣開二肴平
爽	生開三陽上
爾	日開三支上
爿	並二山平
爿	從開三陽平
牀	崇開三陽平
牁	見開一歌平
牃	定開四添入
牄	清開三陽平
牆	從開三陽平
片	滂四先去
版	幫二刪上
牉	滂一寒去
牋	精開四先平
牌	並二佳平
牌	並二皆平
牎	初二江平
牏	以合三虞平
牏	定一侯平
牏	澄合三虞去
牐	崇開二咸入
牑	幫四先平
牒	定開四添入
牓	幫一唐上
牖	以三尤上
牘	定一東入
牙	疑開二麻平
牚	徹開二庚去
牛	疑三C尤平
牝	並三A真上
牝	並三A脂上
牟	明三C尤平
牠	透開一歌平
牡	明一侯上
牢	來開一豪平
牣	日開三真去
牥	幫三C陽平
牦	明一豪平
牧	明三C東入
牨	見開一唐平
物	明三C文入
牭	心開三脂去
牮	精開四先去
牯	見一模上
牰	以三尤去
牰	邪三尤去
牲	生開三庚平
牴	端開四齊上
牷	從合三仙平
牸	從開三之去
特	定開一登入
牻	明二江平
牼	匣開二耕平
牼	溪開二耕平
牽	溪開四先去
牽	溪開四先平
牾	疑一模去
牾	疑一模平
牿	見一冬入
犀	心開四齊平
犁	來開四齊平
犂	來開三脂平
犂	來開四齊平
犃	並一侯上
犄	影開三B支平
犅	見開一唐平
犆	澄開三蒸入
犇	幫一魂平
犈	羣合三B仙平
犈	見合三B仙去
犉	日合三真平
犋	羣合三C虞去
犌	見開二麻平
犍	羣開三B仙平
犍	見開三C元平
犎	幫三C鍾平
犏	滂三A仙平
犐	溪合一歌平
犑	見合四青入
犒	溪開一豪去
犓	初合三虞平
犔	曉開三C微去
犕	並三B脂去
犖	來二江入
犗	見開二夬去
犘	明二麻平
犙	心開一覃平
犙	生三尤平
犚	影合三C微去
犛	來開一咍平
犛	來開三之平
犛	明二肴平
犝	定一東平
犡	來開一泰去
犡	來開三祭去
犢	定一東入
犣	來開三鹽入
犤	並三B支平
犤	並二佳平
犥	滂三A宵上
犥	滂三A宵平
犦	並二江入
犦	幫一冬入
犧	曉開三B支平
犨	昌三尤平
犩	疑合三C微去
犩	疑合三C微平
犪	羣合三B脂平
犫	昌三尤平
犬	溪合四先上
犮	並一寒入
犯	並三C凡上
犰	羣三C尤平
犳	影開四蕭平
犳	章開三陽入
犴	疑開一寒去
犴	疑開一寒平
犺	溪開一唐去
犽	疑開二麻去
犿	曉合一寒平
狀	崇開三陽去
狁	以合三真上
狂	羣合三C陽去
狂	羣合三C陽平
狃	孃三尤上
狃	孃三尤去
狄	定開四青入
狊	曉合四青入
狊	見合四青入
狋	疑開三B脂平
狋	羣合三B仙平
狌	生開三庚平
狍	並二肴平
狎	匣開二銜入
狐	匣一模平
狑	來開四青平
狒	並三C微去
狓	滂三B支平
狔	孃開三支上
狕	影開二肴上
狖	以三尤去
狗	見一侯上
狘	曉合三C元入
狙	清開三魚平
狚	端開一寒上
狚	端開一寒入
狚	端開一寒去
狟	匣合一寒平
狠	匣開一痕上
狡	見開二肴上
狢	匣開一唐入
狣	澄開三宵上
狤	羣開三B真入
狤	見開三A真入
狤	見開四先入
狦	生開二刪去
狦	生開二刪平
狧	透開一談入
狨	日三東平
狩	書三尤去
狳	以開三魚平
狴	幫四齊平
